objID	ra	dec	z	zErr
587738615951261812	168.17822	35.561619	0.081098	1.62932E-4
587738615951392885	168.44392	35.563227	0.118152	1.02353E-4
587739096446730393	168.37445	35.416934	0.089439	1.45009E-4
587738615414521934	168.58244	35.232082	0.106807	1.27563E-4
587739096446730372	168.35004	35.313558	0.170072	9.47555E-4
587738615414521911	168.71095	35.163209	4.03963E-4	7.75198E-5
587738615414390839	168.25734	35.133619	0.06149	7.6252E-5
587739096446730369	168.36059	35.264149	-1.22958E-4	6.70645E-5
587738615414456449	168.45189	35.215374	0.158855	1.84828E-4
587739096446795850	168.53474	35.325183	0.077261	7.17343E-5
587738615414390788	168.20476	35.099799	-3.0054E-5	6.76117E-5
587739296699515042	168.47421	35.084033	7.41364E-5	2.78623E-5
587739296699646038	168.85374	35.07899	0.187993	1.85908E-4
587739408387145858	169.15971	34.951472	3.20445	6.81106E-4
587738615414718507	169.13853	35.306279	0.026419	1.65274E-4
587738615414587483	168.87219	35.182252	0.089328	1.57033E-4
587739296699711600	168.99441	35.102613	0.078135	1.65816E-4
587739296699711522	168.87243	35.106732	0.188682	1.78447E-4
587739296699777151	169.10605	35.171096	0	2.32286E-3
587739408387080362	169.05667	34.809103	0.312429	1.4504E-4
587739408387080302	169.00712	34.831553	0.08076	1.48147E-4
587739296699777938	169.09294	35.094264	-9999	-9999
587739408387080340	169.0801	34.978207	0.027643	9.25318E-5
587739296699711963	168.94651	35.072597	0.416549	2.35799E-4
587738615414718588	169.06835	35.274646	0.188908	1.67702E-4
587739296699711616	169.03578	35.133635	0.078902	1.82056E-4
587738615414653015	168.89891	35.255333	0.026914	2.32385E-4
587738615414653037	169.00137	35.340077	0.259443	1.59533E-4
587739296699711632	169.03848	35.169343	0.078421	9.41041E-5
587739296162840684	169.10255	34.790344	-6.14798E-6	7.49588E-5
587738615414587489	168.87966	35.206322	0.088368	1.36155E-4
587739296699777127	169.07022	35.182648	0.026951	1.56776E-4
587739408387014794	168.94793	34.846332	0.138046	1.48962E-4
587738615414653005	168.87444	35.311164	0.060916	1.5101E-4
587739296162709570	168.60282	34.734189	0.084536	9.26029E-4
587739408386883669	168.42821	34.849283	0.102056	1.34718E-4
587739296699515884	168.44306	35.031771	-9999	-9999
587739408386818156	168.25922	34.764858	0.084638	8.93078E-5
587739296699646129	168.82612	35.037005	0.090291	1.32293E-4
587739296699449468	168.3179	34.986243	0.2585	1.77487E-4
587739408386883635	168.56026	34.756987	0.389587	1.99703E-4
587739408387014745	168.77499	34.921975	0.107276	1.6188E-4
587739408387014783	168.91477	34.816433	0.080452	1.43959E-4
587739296162775194	168.81098	34.736004	0.059517	1.7638E-4
587739408387014760	168.82489	34.891731	3.51431	7.1139E-4
587739408386818185	168.27071	34.881575	0.074116	1.39544E-4
587738615414456423	168.39891	35.107372	0.156128	1.13853E-4
587738615414587518	168.81561	35.163461	0.38871	2.0969E-4
587739296699449514	168.34128	34.964613	0.512457	2.54145E-4
587739296699514940	168.49892	35.051907	0.347753	1.65818E-3
587738615414390889	168.19324	35.200693	0.389934	2.42774E-4
587738615414390788	168.20476	35.099799	-4.60303E-5	6.97132E-5
587739096446861494	168.74514	35.342019	0.414357	2.15179E-4
587739096446730377	168.36814	35.26388	0.122329	5.64869E-5
587739296162840729	169.087	34.669473	0.078524	1.62474E-4
587739296162840762	169.02571	34.663263	0.398102	1.8681E-4
587739296162775221	168.86451	34.687311	0.118497	1.36895E-4
587739296162775209	168.83543	34.664741	0.071613	9.74795E-5
587739096983666837	168.36587	35.880589	0.082543	2.3062E-4
587739096446861460	168.59329	35.442956	0.185886	1.62374E-4
587738615951327391	168.25864	35.659647	0.381982	2.4803E-4
587738615951261825	168.2072	35.554343	0.08016	1.76123E-4
587738615951458353	168.6889	35.643694	1.01482	2.97546E-3
587738615951261917	168.18956	35.644174	1.06603	2.20237E-3
587739096983666726	168.39421	35.704299	0.107726	1.48595E-4
587739096446927021	168.77661	35.527411	0.100338	1.64471E-4
587738615951196320	168.07572	35.449888	0.024961	1.67038E-4
587738615951261811	168.18327	35.565803	0.079116	1.79762E-4
587739096446861415	168.71838	35.489017	0.026876	1.77329E-4
587739096446927068	168.79219	35.447505	0.294115	1.42435E-4
587739096446927030	168.86887	35.387399	0.106116	1.58244E-4
587738615951327507	168.42863	35.484068	5.75953E-3	3.53578E-5
587738615951261846	168.21797	35.645521	0.448032	1.95329E-4
587739096446730336	168.24996	35.373844	0.860923	1.37022E-3
587738615951458368	168.77296	35.622629	8.80096E-6	7.20603E-5
587738615951328442	168.2645	35.583211	-9999	-9999
587739096983797877	168.76441	35.857261	0.025096	1.03218E-4
587738616488329355	168.66601	36.057068	0.106139	4.87723E-5
587739097520537771	168.39929	36.128751	0.077647	1.70834E-4
587738616488198302	168.30865	36.016622	0.078739	1.8037E-4
587738616488263789	168.38458	36.021005	0.077599	1.56848E-4
587738616488263831	168.46483	36.057462	0.081296	1.68818E-4
587738616488198296	168.30629	35.994488	0.080377	1.62415E-4
587739097520537736	168.3112	36.151059	0.079346	8.091E-5
587739096983863443	168.9628	35.869348	4.24383	7.15296E-4
587738615951590523	169.02658	35.659439	-9999	-9999
587739096446992532	169.00694	35.412026	0.335435	1.71003E-4
587739096983928909	169.08781	35.819847	3.27793	8.415E-4
587739096446927007	168.93517	35.428361	0.028954	1.56819E-4
587739096446992565	169.09406	35.445564	0.266387	1.79662E-4
587739096446926967	168.84137	35.502015	0.021248	1.83301E-4
587739096983928856	169.08919	35.844944	-4.79711E-4	7.34715E-5
587739096446927044	168.87635	35.537668	0.100958	1.36798E-4
587738615951589518	169.08816	35.670644	0.07898	8.14475E-5
587738615951589410	169.09245	35.612402	0.026927	1.90474E-4
587739096983863412	168.94951	35.960798	0.077916	1.6428E-4
